Product ID,Product name,File URL,Archive URL,Company name,Product type,"Product carbon footprint (PCF, kg CO2e)",Manufacturing CO2e percentage,Chassis & assembly CO2e percentage,HDD CO2e percentage,SSD CO2e percentage,Power supply unit CO2e percentage,Battery CO2e percentage,Mainboard and other boards CO2e percentage,Display CO2e percentage,Packaging CO2e percentage,ODD CO2e percentage,External components CO2e percentage,Others* CO2e percentage,Manufacturing CO2e,Chassis & assembly CO2e,HDD CO2e,SSD CO2e,Power supply unit CO2e,Battery CO2e,Mainboard and other boards CO2e,Display CO2e,Packaging CO2e,ODD CO2e,External components CO2e,Others* CO2e,Validation notes
1630,Lenovo Yoga Book 12,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-a12-tab.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-a12-tab.pdf,Lenovo,-,224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1631,ThinkSystem SR645 V3,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr645-v3.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr645-v3.pdf,Lenovo,-,20922,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1632,"ThinkPad X12 Detachable,ThinkPad X12 LTE",https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinkpad-x12-detachable_lte.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinkpad-x12-detachable_lte.pdf,Lenovo,-,423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1633,Lenovo Tab P11 5G,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p11-5glte.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p11-5glte.pdf,Lenovo,-,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1634,Lenovo ThinkSystem DE4000H -4U,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de4000h-4u-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de4000h-4u-5yr.pdf,Lenovo,-,21800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1635,Lenovo Tab M10 (3rd Gen),https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m10-gen3.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m10-gen3.pdf,Lenovo,-,277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1636,Lenovo Smart Tab M10 HD with Alexa Built-in,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-smart-tab-m10-hd-alexa.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-smart-tab-m10-hd-alexa.pdf,Lenovo,-,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1637,Lenovo ThinkSystem DE600S,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de600s-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de600s-5yr.pdf,Lenovo,-,22000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1638,Lenovo TAB4 8 HD,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/PCF_TAB4-8_HD.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/PCF_TAB4-8_HD.pdf,Lenovo,-,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1639,Lenovo TAB4 10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-4-10.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-4-10.pdf,Lenovo,-,138.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1640,Lenovo ThinkSystem SR670 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr670-v2.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr670-v2.pdf,Lenovo,-,40820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1641,ThinkPad X1 Fold Tablet,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinkpad-x1-fold-tablet-update.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinkpad-x1-fold-tablet-update.pdf,Lenovo,-,385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1642,Lenovo TAB M10 REL,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/PCF-Lenovo-TAB-M10-REL.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/PCF-Lenovo-TAB-M10-REL.pdf,Lenovo,-,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1643,Lenovo ThinkSystem SR850 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr850-v2-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr850-v2-5yr.pdf,Lenovo,-,57400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1644,Lenovo Tab M10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m10-rev1.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m10-rev1.pdf,Lenovo,-,149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1645,Lenovo Tab M8 FHD 2nd Gen,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m8-fhd-2nd.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m8-fhd-2nd.pdf,Lenovo,-,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1646,Lenovo ThinkSystem D1224,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-d1224-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-d1224-5yr.pdf,Lenovo,-,11400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1647,Lenovo ThinkSystem SR950,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr950-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr950-5yr.pdf,Lenovo,-,108000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1648,Lenovo ThinkSystem SR570,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr570-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr570-5yr.pdf,Lenovo,-,22200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1649,Lenovo ThinkSystem DM7100H,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm7100h-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm7100h-5yr.pdf,Lenovo,-,3130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1650,Lenovo MIIX 320-10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-320-10.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-320-10.pdf,Lenovo,-,337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1651,Lenovo Yoga Tab 11,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-yoga-tab-11.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-yoga-tab-11.pdf,Lenovo,-,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1652,Yoga Duet 7 13 ITL6,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-duet-7-13-itl6-update.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-duet-7-13-itl6-update.pdf,Lenovo,-,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1653,Lenovo ThinkSystem ST250,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-st250_st258-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-st250_st258-5yr.pdf,Lenovo,-,7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1654,Lenovo ThinkSystem DM5000F,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm5000f-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm5000f-5yr.pdf,Lenovo,-,8520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1655,Lenovo Yoga Tab 13,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-tab-13.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-tab-13.pdf,Lenovo,-,551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1656,Lenovo ThinkSystem SE350 / ThinkAgile HX1021,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-se350-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-se350-5yr.pdf,Lenovo,-,7490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1657,Lenovo ThinkSystem SR650,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr650-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr650-5yr.pdf,Lenovo,-,26200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1658,Lenovo Miix 630-12,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-630-12.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-630-12.pdf,Lenovo,-,374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1659,Lenovo Tab 4 8,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-4-8.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-4-8.pdf,Lenovo,-,116.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1660,Lenovo ThinkSystem SR850P,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr850p.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr850p.pdf,Lenovo,-,40300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1661,Lenovo Tab M8 HD for Business,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m8-hd-business.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m8-hd-business.pdf,Lenovo,-,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1662,Lenovo ThinkSystem SN550 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sn550-v2-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sn550-v2-5yr.pdf,Lenovo,-,114000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1663,IdeaPad Duet 3 10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-ideapad-duet-3-10_lte.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-ideapad-duet-3-10_lte.pdf,Lenovo,-,222.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1664,Lenovo ThinkSystem DE2000H,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de2000h.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de2000h.pdf,Lenovo,-,6570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1665,Lenovo ThinkSystem SR590,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr590-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr590-5yr.pdf,Lenovo,-,13500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1666,Lenovo ThinkSystem ST50,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-st50_st58-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-st50_st58-5yr.pdf,Lenovo,-,7490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1667,Lenovo ThinkSystem SD650-N V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd650-n-v2-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd650-n-v2-5yr.pdf,Lenovo,-,119000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1668,YOGA BOOK with Windows®,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-book-windows.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-yoga-book-windows.pdf,Lenovo,-,175.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1669,Lenovo Tab M7,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m7.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-m7.pdf,Lenovo,-,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1670,Lenovo Tab E7,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-e7.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-e7.pdf,Lenovo,-,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1671,Lenovo ThinkSystem SR670,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr670-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr670-5yr.pdf,Lenovo,-,67900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1672,Lenovo TAB3-710F,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-3-7.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-3-7.pdf,Lenovo,-,137.762,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1673,Lenovo ThinkSystem SR635,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr635-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr635-5yr.pdf,Lenovo,-,11400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1674,Lenovo ThinkSystem DB720S,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-db720s-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-db720s-5yr.pdf,Lenovo,-,3650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1675,Lenovo ThinkSystem SR530,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr530-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr530-5yr.pdf,Lenovo,-,15500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1676,Lenovo ThinkSystem SR655,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr655-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr655-5yr.pdf,Lenovo,-,66700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1677,Lenovo TAB3 8 Plus,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-3-8-plus.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-3-8-plus.pdf,Lenovo,-,939.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1678,Smart Tab M10 FHD Plus with Alexa Built-in,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-smart-tab-m10-fhd-plus-with-alexa.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-smart-tab-m10-fhd-plus-with-alexa.pdf,Lenovo,-,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1679,Lenovo ThinkSystem SD650 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd650-v2-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sd650-v2-5yr.pdf,Lenovo,-,119000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1680,Lenovo Tab P11 Plus,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p11-plus.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p11-plus.pdf,Lenovo,-,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1681,Lenovo TAB 7,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-7.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-7.pdf,Lenovo,-,51.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1682,Lenovo ThinkSystem SN550,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sn550-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sn550-5yr.pdf,Lenovo,-,27900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1683,Lenovo ThinkSystem DE240S,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de240s-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-de240s-5yr.pdf,Lenovo,-,8920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1684,Lenovo ThinkEdge SE450,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinkedge-se450.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinkedge-se450.pdf,Lenovo,-,15900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1685,Lenovo TAB 8,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-8.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-8.pdf,Lenovo,-,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1686,Lenovo Tab E10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-e10-update.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-e10-update.pdf,Lenovo,-,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1687,Lenovo ThinkSystem DM3000H,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm3000h-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm3000h-5yr.pdf,Lenovo,-,8210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1688,Lenovo ThinkSystem DM240S,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm240s-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-dm240s-5yr.pdf,Lenovo,-,8920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1689,Lenovo Tab P11 / LTE,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p11-update.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-p11-update.pdf,Lenovo,-,169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1690,Lenovo ThinkSystem SR850,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr850-5yr.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-sr850-5yr.pdf,Lenovo,-,61200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Manually verified (out of [mean - 2 * std_dev, mean + 2 * std_dev])"
1691,Lenovo ideapad MIIX 310-10ICR,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-310.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-miix-310.pdf,Lenovo,-,316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1692,Lenovo Tab M10 FHD Plus 2nd Gen,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-tab-m10-fhd-plus-2nd.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-tab-m10-fhd-plus-2nd.pdf,Lenovo,-,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1693,Lenovo ThinkSystem ST250/ST258 V2,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-st250-v2_st258-v2.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-thinksystem-st250-v2_st258-v2.pdf,Lenovo,-,6390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
1694,Lenovo Tab K10,https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-k10-rev3.pdf,https://web.archive.org/web/*/https://sites.pitt.edu/~kaz81/lenovo_pcf_reports/pcf-lenovo-tab-k10-rev3.pdf,Lenovo,-,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Automatic verified
